Vortex	x	y
1	616	753
2	360	736
3	460	707
4	599	583
5	571	574
6	654	550
7	453	547
8	666	471
9	469	463
10	414	461
11	372	459
12	610	460
13	79	455
14	554	454
15	356	443
16	355	401
17	573	365
18	269	362
19	620	359
20	111	355
21	665	353
22	354	348
23	707	344
24	361	261
25	692	259
26	642	247
27	242	244
28	451	243
29	577	228
30	588	241
31	631	225
32	233	216
33	661	214
34	679	223
35	356	207
36	63	200
37	457	195
38	590	184
39	569	174
40	266	162
41	601	153
42	463	151
43	344	149
44	593	137
45	557	123
46	471	109
