Vortex	x	y
1	146	812
2	441	811
3	800	797
4	511	795
5	330	787
6	481	761
7	374	751
8	340	750
9	450	735
10	340	732
11	3	670
12	378	621
13	324	605
14	442	593
15	772	578
16	538	572
17	596	564
18	382	507
19	771	493
20	211	492
21	637	487
22	497	489
23	375	490
24	354	487
25	28	486
26	706	481
27	84	476
28	64	475
29	515	462
30	526	473
31	328	462
32	65	442
33	325	440
34	310	434
35	193	439
36	676	419
37	508	382
38	222	374
39	3	373
40	81	366
41	659	335
42	671	334
43	55	334
44	691	332
45	327	319
46	433	309
47	22	306
48	344	289
49	353	302
50	244	279
51	252	220
52	328	179
53	481	155
54	397	139
55	484	120
56	334	110
57	323	45
58	238	43
59	18	15
