Vortex	x	y
1	808	805
2	508	803
3	328	797
4	373	771
5	478	766
6	452	756
7	368	680
8	1	677
9	445	616
10	323	610
11	541	578
12	605	568
13	339	558
14	339	531
15	386	527
16	765	496
17	498	493
18	205	493
19	628	490
20	354	489
21	19	487
22	709	485
23	285	476
24	258	476
25	521	476
26	372	471
27	326	461
28	501	459
29	136	448
30	344	443
31	45	443
32	289	430
33	671	422
34	495	387
35	815	381
36	200	371
37	60	364
38	48	336
39	429	322
40	321	319
41	357	314
42	13	308
43	339	294
44	238	275
45	247	211
46	326	188
47	394	144
48	330	107
49	320	51
50	10	7
