Vortex	x	y
1	372	802
2	453	790
3	304	697
4	535	696
5	624	668
6	580	649
7	335	644
8	773	643
9	377	590
10	427	568
11	333	557
12	759	512
13	118	512
14	568	509
15	462	504
16	584	500
17	518	489
18	258	483
19	172	480
20	537	480
21	498	466
22	779	461
23	343	454
24	362	471
25	13	443
26	744	439
27	226	439
28	678	392
29	248	388
30	552	371
31	25	363
32	311	354
33	350	317
34	326	297
35	120	281
36	335	279
37	444	264
38	308	247
39	167	236
40	315	232
41	148	193
42	424	138
43	376	72
44	304	56
45	172	42
46	355	37
