Vortex	x	y
1	812	811
2	506	809
3	328	803
4	373	786
5	478	772
6	453	771
7	368	704
8	451	650
9	322	615
10	543	582
11	499	586
12	611	572
13	340	569
14	387	536
15	338	527
16	498	500
17	761	498
18	201	494
19	619	491
20	352	492
21	712	488
22	12	488
23	522	478
24	432	478
25	289	477
26	248	477
27	323	464
28	111	448
29	30	443
30	280	429
31	665	427
32	486	387
33	338	383
34	755	377
35	165	365
36	43	362
37	43	337
38	429	330
39	316	317
40	6	311
41	235	304
42	224	331
43	337	293
44	234	274
45	244	204
46	325	197
47	389	150
48	328	103
49	439	60
50	318	55
51	5	3
