Vortex	x	y
1	453	810
2	350	798
3	305	727
4	525	723
5	379	723
6	648	692
7	803	658
8	574	637
9	467	626
10	387	563
11	350	534
12	559	533
13	781	512
14	89	511
15	599	509
16	506	483
17	513	471
18	678	467
19	709	466
20	281	466
21	13	465
22	634	454
23	92	436
24	252	429
25	687	420
26	472	383
27	770	379
28	6	362
29	582	354
30	190	349
31	433	344
32	622	335
33	332	310
34	345	303
35	93	290
36	282	256
37	179	242
38	462	233
39	306	216
40	480	194
41	362	182
42	123	167
43	349	137
44	397	128
45	350	107
46	437	45
47	303	34
48	158	12
