Vortex	x	y
1	616	752
2	362	746
3	461	714
4	598	575
5	601	589
6	572	572
7	654	551
8	453	551
9	668	471
10	474	463
11	394	459
12	378	459
13	613	460
14	557	454
15	70	454
16	357	430
17	357	423
18	574	365
19	265	363
20	622	359
21	103	354
22	667	353
23	709	344
24	353	343
25	743	327
26	362	259
27	694	258
28	642	245
29	243	243
30	451	242
31	583	233
32	632	225
33	679	221
34	239	217
35	227	215
36	663	214
37	356	204
38	64	199
39	457	194
40	590	182
41	570	173
42	265	162
43	602	154
44	463	149
45	344	147
46	595	139
47	558	122
48	471	107
49	482	69
50	499	76
