Vortex	x	y
1	810	808
2	507	806
3	328	800
4	373	778
5	478	770
6	453	764
7	368	693
8	448	633
9	322	613
10	542	580
11	608	570
12	339	563
13	387	532
14	339	528
15	763	497
16	498	496
17	203	494
18	624	490
19	353	491
20	15	488
21	710	487
22	521	477
23	287	476
24	252	477
25	456	463
26	438	473
27	325	462
28	493	456
29	123	448
30	37	443
31	283	429
32	668	425
33	490	388
34	794	378
35	183	367
36	52	363
37	353	357
38	342	380
39	46	337
40	428	325
41	359	323
42	318	317
43	9	310
44	338	294
45	236	274
46	245	207
47	326	192
48	392	147
49	329	105
50	319	52
51	438	21
52	7	4
