Vortex	x	y
1	460	813
2	162	802
3	367	794
4	563	789
5	781	778
6	517	774
7	442	770
8	490	750
9	373	709
10	345	706
11	450	676
12	14	654
13	383	596
14	329	591
15	748	563
16	534	558
17	570	552
18	435	546
19	225	486
20	637	481
21	794	479
22	353	477
23	576	471
24	110	471
25	473	471
26	496	480
27	718	467
28	339	463
29	712	456
30	22	449
31	106	442
32	220	432
33	694	429
34	270	381
35	628	375
36	46	373
37	140	366
38	455	358
39	2	356
40	65	325
41	335	320
42	347	349
43	42	299
44	258	281
45	26	252
46	263	244
47	344	239
48	441	189
49	335	179
50	386	120
51	360	103
52	349	97
53	252	68
54	38	35
55	336	23
