Vortex	x	y
1	327	815
2	375	813
3	452	808
4	479	784
5	32	760
6	55	785
7	366	747
8	449	708
9	361	627
10	319	625
11	474	607
12	545	592
13	507	588
14	627	580
15	342	581
16	353	595
17	387	554
18	499	514
19	349	501
20	339	522
21	749	499
22	190	496
23	598	492
24	725	492
25	2	489
26	415	483
27	518	477
28	312	468
29	294	476
30	218	463
31	236	474
32	190	455
33	550	451
34	69	451
35	566	449
36	574	448
37	601	445
38	617	443
39	2	440
40	262	430
41	333	401
42	696	390
43	108	367
44	7	363
45	208	341
46	32	337
47	302	317
48	227	309
49	340	298
50	224	270
51	365	257
52	368	237
53	323	216
54	372	204
55	235	188
56	425	121
57	323	93
58	316	63
