Vortex	x	y
1	146	813
2	441	812
3	801	798
4	510	795
5	330	787
6	481	761
7	374	753
8	340	750
9	450	737
10	340	734
11	3	670
12	377	623
13	324	605
14	442	595
15	777	578
16	539	572
17	596	564
18	383	509
19	770	493
20	211	492
21	636	488
22	496	488
23	374	488
24	355	488
25	28	486
26	705	482
27	83	476
28	64	475
29	524	473
30	515	463
31	328	462
32	63	441
33	327	441
34	189	440
35	307	433
36	676	420
37	506	383
38	221	374
39	3	373
40	79	365
41	55	334
42	689	333
43	327	319
44	433	308
45	21	306
46	343	292
47	353	303
48	243	279
49	252	219
50	328	180
51	397	140
52	334	110
53	323	45
54	238	41
55	18	15
