Vortex	x	y
1	367	801
2	158	804
3	571	796
4	786	782
5	441	781
6	515	778
7	488	754
8	374	718
9	344	711
10	449	692
11	11	657
12	383	601
13	328	594
14	752	566
15	531	562
16	578	555
17	439	553
18	222	488
19	788	483
20	640	482
21	352	478
22	105	472
23	713	469
24	470	469
25	496	482
26	569	467
27	336	464
28	15	447
29	97	441
30	215	434
31	687	422
32	262	378
33	465	376
34	36	375
35	610	372
36	124	366
37	1	353
38	440	350
39	63	327
40	340	334
41	806	319
42	39	303
43	254	282
44	349	246
45	261	237
46	19	241
47	444	206
48	333	176
49	392	129
50	346	103
51	250	65
52	34	30
53	333	29
54	497	10
