Vortex	x	y
1	368	812
2	153	808
3	584	806
4	440	794
5	793	789
6	513	785
7	485	756
8	341	752
9	332	776
10	374	732
11	342	719
12	449	711
13	7	662
14	382	608
15	325	599
16	760	571
17	441	568
18	533	566
19	586	559
20	217	490
21	779	488
22	641	485
23	353	484
24	494	484
25	64	476
26	39	484
27	708	476
28	97	474
29	544	470
30	542	463
31	332	464
32	467	466
33	4	448
34	84	441
35	208	433
36	681	420
37	469	407
38	21	376
39	246	374
40	559	372
41	104	366
42	409	347
43	349	348
44	587	332
45	60	331
46	564	328
47	751	323
48	332	323
49	30	302
50	250	281
51	349	272
52	444	256
53	257	229
54	483	227
55	487	251
56	8	230
57	331	175
58	396	135
59	340	108
60	492	66
61	244	57
62	328	37
63	27	23
