Vortex	x	y
1	656	813
2	661	799
3	468	784
4	636	698
5	452	577
6	361	571
7	660	564
8	603	563
9	610	581
10	584	557
11	720	489
12	788	477
13	767	481
14	741	473
15	692	468
16	634	461
17	245	455
18	520	450
19	574	445
20	239	363
21	585	361
22	638	358
23	529	359
24	684	353
25	31	348
26	728	345
27	769	336
28	510	337
29	795	315
30	807	330
31	479	306
32	366	296
33	456	286
34	749	265
35	702	242
36	371	242
37	259	232
38	455	232
39	697	229
40	743	218
41	781	215
42	765	211
43	713	207
44	233	206
45	255	216
46	657	201
47	355	182
48	457	178
49	110	182
50	615	159
51	252	156
52	13	156
53	462	132
54	347	123
55	571	114
56	591	119
57	609	104
58	327	95
59	470	88
60	342	74
61	597	72
62	551	67
63	604	50
64	480	46
65	336	45
66	600	34
67	338	33
68	488	6
69	502	21
