Vortex	x	y
1	370	788
2	455	771
3	454	732
4	438	700
5	304	693
6	535	691
7	619	664
8	581	649
9	768	641
10	335	637
11	377	578
12	332	559
13	439	554
14	757	512
15	122	512
16	565	508
17	588	496
18	522	492
19	258	484
20	576	481
21	178	481
22	483	464
23	465	465
24	779	461
25	798	448
26	28	446
27	238	439
28	686	393
29	117	378
30	262	376
31	539	367
32	85	361
33	45	360
34	351	352
35	353	332
36	324	294
37	125	281
38	449	277
39	308	251
40	334	239
41	168	235
42	320	228
43	152	196
44	422	130
45	304	59
46	175	48
47	354	36
48	368	18
