Vortex	x	y
1	327	811
2	373	801
3	454	791
4	478	780
5	367	727
6	451	684
7	320	621
8	481	599
9	544	587
10	508	586
11	620	577
12	341	577
13	387	546
14	341	520
15	499	508
16	348	502
17	755	499
18	195	495
19	608	491
20	720	491
21	6	488
22	426	483
23	521	478
24	295	476
25	239	475
26	315	467
27	88	448
28	13	443
29	655	433
30	270	428
31	332	390
32	711	384
33	469	374
34	132	365
35	24	362
36	441	345
37	35	337
38	218	334
39	308	317
40	1	312
41	229	309
42	337	296
43	228	271
44	324	207
45	239	196
46	382	161
47	432	104
48	324	95
49	317	60
