Vortex	x	y
1	462	815
2	161	804
3	367	798
4	568	793
5	783	780
6	442	776
7	516	776
8	489	752
9	374	715
10	344	709
11	450	685
12	12	655
13	383	600
14	328	593
15	748	565
16	534	560
17	576	554
18	437	549
19	223	488
20	639	482
21	789	481
22	353	477
23	107	472
24	473	471
25	496	481
26	715	468
27	338	464
28	588	461
29	572	470
30	18	449
31	101	442
32	217	433
33	690	426
34	265	378
35	40	374
36	618	373
37	464	370
38	130	366
39	1	353
40	446	352
41	64	327
42	334	320
43	345	347
44	813	319
45	39	300
46	255	283
47	346	244
48	262	241
49	353	234
50	21	245
51	442	197
52	334	177
53	390	126
54	347	101
55	251	67
56	35	32
57	334	27
