Vortex	x	y
1	812	810
2	506	809
3	328	803
4	373	784
5	478	773
6	453	770
7	368	702
8	451	648
9	322	615
10	542	582
11	516	581
12	490	590
13	611	572
14	339	567
15	387	535
16	340	526
17	761	497
18	498	499
19	201	494
20	620	491
21	352	493
22	13	488
23	712	488
24	522	478
25	289	477
26	249	477
27	433	476
28	323	464
29	484	454
30	462	461
31	113	448
32	31	443
33	280	429
34	667	426
35	487	386
36	339	381
37	762	377
38	168	365
39	45	363
40	362	337
41	356	351
42	43	337
43	429	328
44	316	318
45	7	309
46	235	305
47	225	330
48	338	294
49	234	273
50	244	205
51	325	196
52	390	149
53	327	102
54	439	54
55	319	56
56	5	2
