Vortex	x	y
1	166	800
2	366	787
3	554	782
4	777	773
5	520	770
6	443	759
7	492	749
8	346	703
9	372	701
10	450	658
11	15	650
12	382	592
13	331	588
14	742	560
15	535	555
16	565	550
17	431	538
18	228	485
19	634	480
20	793	477
21	814	475
22	371	475
23	354	475
24	580	473
25	113	470
26	434	469
27	724	465
28	463	464
29	498	479
30	340	461
31	791	449
32	29	450
33	340	445
34	115	443
35	710	446
36	224	433
37	278	385
38	644	382
39	347	380
40	56	372
41	158	365
42	338	321
43	353	351
44	67	323
45	48	301
46	260	282
47	32	258
48	266	248
49	343	236
50	336	181
51	434	173
52	370	105
53	350	92
54	256	72
55	42	39
56	366	25
57	339	20
