Vortex	x	y
1	143	813
2	803	800
3	509	797
4	329	791
5	480	763
6	374	758
7	340	750
8	450	743
9	340	739
10	2	672
11	368	652
12	323	607
13	442	601
14	783	581
15	539	574
16	599	566
17	384	517
18	769	494
19	209	493
20	497	491
21	634	488
22	355	488
23	24	487
24	706	483
25	371	485
26	79	476
27	64	476
28	509	460
29	525	475
30	328	461
31	167	447
32	331	445
33	57	442
34	298	431
35	674	420
36	502	385
37	214	373
38	73	365
39	53	336
40	325	319
41	430	314
42	18	307
43	342	293
44	355	306
45	242	276
46	250	216
47	327	182
48	395	141
49	333	110
50	322	47
51	234	31
52	15	12
