Vortex	x	y
1	370	794
2	454	780
3	452	728
4	440	709
5	304	695
6	535	693
7	621	666
8	581	648
9	770	642
10	335	640
11	378	582
12	332	559
13	433	560
14	758	512
15	121	512
16	566	508
17	586	497
18	454	497
19	521	491
20	258	484
21	558	480
22	176	481
23	456	473
24	488	465
25	779	461
26	783	448
27	21	445
28	234	439
29	684	393
30	256	382
31	107	375
32	543	368
33	89	364
34	36	361
35	319	362
36	343	360
37	352	327
38	325	295
39	123	280
40	447	272
41	336	257
42	307	250
43	167	234
44	318	230
45	150	195
46	422	131
47	303	56
48	174	46
49	355	37
50	369	33
