Vortex	x	y
1	461	801
2	450	788
3	461	755
4	360	712
5	307	664
6	539	647
7	720	619
8	434	590
9	377	543
10	372	517
11	757	513
12	152	509
13	559	505
14	617	498
15	506	497
16	235	486
17	437	474
18	423	474
19	104	456
20	462	448
21	300	444
22	274	439
23	682	418
24	473	411
25	343	391
26	342	382
27	226	381
28	28	366
29	545	362
30	610	358
31	61	355
32	15	354
33	368	354
34	523	349
35	447	344
36	472	373
37	405	342
38	694	309
39	319	310
40	467	294
41	786	285
42	170	277
43	454	271
44	311	258
45	458	207
46	318	199
47	397	134
48	506	122
49	197	96
50	302	58
51	530	29
