Vortex	x	y
1	814	814
2	505	813
3	327	808
4	373	796
5	454	783
6	478	778
7	367	718
8	451	671
9	321	618
10	486	594
11	544	585
12	507	585
13	616	575
14	340	573
15	387	543
16	340	522
17	499	505
18	757	498
19	197	495
20	350	497
21	613	491
22	717	490
23	8	488
24	428	482
25	522	479
26	292	476
27	242	476
28	319	465
29	97	449
30	20	443
31	660	431
32	274	429
33	334	388
34	724	380
35	478	381
36	145	364
37	33	362
38	38	337
39	434	338
40	221	330
41	311	317
42	2	311
43	231	308
44	337	295
45	230	271
46	325	203
47	241	199
48	386	154
49	327	100
50	436	91
51	318	59
