Vortex	x	y
1	814	813
2	505	812
3	328	806
4	373	791
5	478	776
6	454	777
7	368	713
8	452	663
9	321	617
10	543	584
11	497	588
12	614	574
13	340	571
14	387	540
15	339	525
16	498	502
17	759	498
18	199	495
19	616	491
20	352	493
21	714	489
22	10	488
23	430	480
24	522	479
25	291	477
26	245	477
27	321	464
28	104	449
29	24	443
30	276	429
31	663	428
32	336	386
33	482	384
34	734	378
35	153	364
36	38	362
37	40	337
38	431	335
39	223	328
40	313	317
41	3	311
42	231	310
43	337	295
44	232	273
45	325	202
46	242	201
47	388	153
48	327	101
49	437	81
50	318	57
