Vortex	x	y
1	451	796
2	361	704
3	304	682
4	537	675
5	433	660
6	583	645
7	606	652
8	751	633
9	334	619
10	330	559
11	343	520
12	750	511
13	134	511
14	558	508
15	521	497
16	615	496
17	472	488
18	255	486
19	196	481
20	295	473
21	111	454
22	493	451
23	477	471
24	698	394
25	155	383
26	467	372
27	20	366
28	507	362
29	444	348
30	329	344
31	509	337
32	364	321
33	346	340
34	746	310
35	478	307
36	453	308
37	777	296
38	318	293
39	140	278
40	309	258
41	168	223
42	320	201
43	421	119
44	505	71
45	183	64
46	304	65
47	519	38
