Vortex	x	y
1	453	795
2	362	699
3	304	680
4	537	674
5	434	657
6	582	644
7	605	651
8	751	632
9	334	618
10	330	559
11	343	518
12	135	512
13	749	511
14	557	507
15	521	497
16	617	496
17	256	487
18	473	483
19	198	481
20	298	473
21	477	469
22	116	454
23	493	453
24	699	394
25	158	381
26	472	373
27	503	365
28	21	364
29	442	344
30	332	344
31	509	337
32	346	339
33	363	321
34	451	313
35	742	310
36	478	306
37	778	296
38	318	294
39	142	278
40	309	259
41	165	214
42	172	232
43	319	198
44	422	116
45	505	74
46	305	66
47	183	65
48	520	38
