Vortex	x	y
1	455	794
2	348	768
3	305	721
4	528	718
5	382	702
6	644	688
7	797	655
8	576	643
9	465	616
10	563	525
11	353	530
12	775	512
13	94	511
14	593	509
15	509	486
16	425	472
17	48	468
18	622	456
19	294	452
20	273	472
21	114	433
22	697	418
23	344	392
24	480	384
25	22	361
26	554	358
27	204	351
28	685	343
29	629	337
30	431	336
31	754	328
32	329	307
33	98	288
34	458	261
35	347	263
36	291	252
37	173	240
38	306	223
39	360	194
40	478	187
41	129	172
42	473	131
43	398	119
44	487	64
45	304	42
46	161	18
