Vortex	x	y
1	306	798
2	462	743
3	463	722
4	344	630
5	458	611
6	712	601
7	466	601
8	558	600
9	316	588
10	366	577
11	432	537
12	376	517
13	17	509
14	227	500
15	452	473
16	186	471
17	601	452
18	559	450
19	540	458
20	239	450
21	299	440
22	550	440
23	785	418
24	662	395
25	525	384
26	278	383
27	679	363
28	342	363
29	205	359
30	37	355
31	77	354
32	92	353
33	712	353
34	582	348
35	215	348
36	432	290
37	364	259
38	358	275
39	216	257
40	469	235
41	364	214
42	421	153
43	453	136
44	463	104
45	214	103
46	399	31
