Vortex	x	y
1	170	797
2	365	777
3	771	767
4	445	745
5	490	741
6	556	777
7	347	697
8	371	687
9	118	669
10	150	703
11	16	645
12	450	635
13	333	583
14	380	581
15	738	556
16	563	546
17	533	552
18	427	528
19	232	483
20	635	479
21	374	478
22	501	476
23	413	477
24	797	475
25	570	473
26	486	474
27	119	468
28	347	469
29	472	463
30	715	452
31	728	464
32	39	451
33	128	445
34	337	442
35	235	435
36	339	402
37	659	390
38	287	389
39	71	370
40	181	366
41	354	343
42	476	340
43	342	329
44	340	317
45	265	279
46	41	263
47	73	327
48	270	254
49	343	246
50	337	181
51	425	156
52	362	98
53	353	89
54	260	77
55	48	44
56	341	20
