Vortex	x	y
1	49	813
2	337	799
3	475	792
4	440	790
5	336	780
6	2	766
7	368	747
8	474	712
9	435	651
10	313	644
11	545	613
12	377	612
13	667	597
14	356	585
15	501	584
16	339	574
17	501	562
18	337	550
19	358	546
20	759	507
21	171	502
22	568	496
23	674	488
24	36	479
25	16	479
26	267	478
27	673	476
28	240	475
29	231	460
30	269	457
31	515	452
32	461	450
33	437	481
34	68	446
35	484	441
36	204	439
37	673	395
38	164	381
39	26	376
40	368	351
41	335	380
42	103	341
43	24	340
44	375	332
45	255	315
46	232	315
47	363	301
48	804	280
49	203	271
50	320	247
51	218	149
52	341	144
53	421	143
54	328	141
55	308	56
56	536	11
