Vortex	x	y
1	372	803
2	453	792
3	304	698
4	534	696
5	624	668
6	580	649
7	336	644
8	773	643
9	377	591
10	427	568
11	333	557
12	759	512
13	118	512
14	569	508
15	462	505
16	582	501
17	518	489
18	258	484
19	171	481
20	535	479
21	361	472
22	500	466
23	779	461
24	344	454
25	12	443
26	740	438
27	224	438
28	676	391
29	247	390
30	553	372
31	24	363
32	310	353
33	350	315
34	327	298
35	120	281
36	336	280
37	444	263
38	167	236
39	317	231
40	305	249
41	147	191
42	424	139
43	377	75
44	304	56
45	172	42
46	355	37
