Vortex	x	y
1	369	784
2	455	765
3	456	737
4	436	694
5	304	692
6	535	690
7	618	663
8	581	648
9	767	640
10	335	636
11	375	575
12	332	558
13	443	551
14	757	512
15	123	512
16	564	508
17	590	495
18	522	493
19	257	484
20	581	482
21	179	482
22	779	462
23	481	463
24	468	462
25	809	447
26	32	447
27	241	440
28	687	394
29	120	380
30	263	372
31	536	366
32	80	360
33	52	360
34	353	347
35	353	335
36	323	294
37	126	280
38	450	279
39	308	251
40	334	234
41	167	235
42	321	226
43	152	197
44	422	128
45	303	58
46	175	48
47	353	37
48	369	6
