Vortex	x	y
1	669	791
2	646	685
3	361	598
4	454	583
5	663	570
6	603	553
7	614	575
8	591	551
9	724	488
10	706	467
11	648	462
12	218	455
13	579	441
14	530	442
15	533	420
16	530	377
17	232	360
18	645	358
19	535	357
20	592	357
21	691	354
22	736	346
23	778	337
24	815	327
25	505	327
26	489	312
27	799	306
28	438	285
29	374	285
30	396	283
31	458	281
32	755	255
33	375	237
34	265	225
35	458	223
36	749	218
37	793	214
38	813	210
39	765	206
40	238	202
41	263	214
42	714	202
43	659	196
44	458	169
45	130	170
46	354	168
47	620	157
48	247	153
49	23	147
50	462	124
51	348	111
52	614	102
53	327	92
54	469	80
55	598	66
56	560	61
57	609	52
58	480	38
59	602	23
60	510	16
