Vortex	x	y
1	461	814
2	161	802
3	367	796
4	565	791
5	782	779
6	442	773
7	516	775
8	489	752
9	374	713
10	345	707
11	450	681
12	13	654
13	383	598
14	329	592
15	747	564
16	535	559
17	575	553
18	436	547
19	224	487
20	638	481
21	791	480
22	814	478
23	353	476
24	108	471
25	574	471
26	472	470
27	496	481
28	717	467
29	338	464
30	594	460
31	705	456
32	691	454
33	20	449
34	103	442
35	218	433
36	692	428
37	267	379
38	623	374
39	43	373
40	135	366
41	461	365
42	450	354
43	2	353
44	342	339
45	64	326
46	336	323
47	41	301
48	255	284
49	25	251
50	345	241
51	263	241
52	356	221
53	442	193
54	334	178
55	389	125
56	361	122
57	359	108
58	349	100
59	252	67
60	36	33
61	335	25
