Vortex	x	y
1	367	800
2	159	803
3	570	795
4	784	781
5	441	778
6	515	777
7	488	752
8	374	717
9	344	710
10	449	690
11	11	656
12	383	600
13	327	594
14	750	566
15	534	561
16	576	554
17	438	553
18	222	487
19	639	483
20	787	482
21	352	479
22	107	472
23	714	469
24	470	469
25	496	482
26	571	466
27	337	464
28	16	448
29	98	441
30	215	434
31	688	423
32	263	378
33	37	375
34	465	373
35	612	372
36	126	366
37	1	354
38	442	351
39	64	328
40	334	321
41	346	346
42	810	319
43	39	302
44	254	283
45	349	244
46	261	239
47	21	246
48	444	203
49	334	177
50	392	128
51	347	102
52	250	66
53	34	31
54	333	29
55	497	4
