Vortex	x	y
1	372	807
2	452	796
3	304	699
4	534	697
5	626	670
6	580	649
7	336	647
8	776	644
9	376	598
10	426	571
11	333	557
12	760	512
13	116	512
14	463	508
15	587	501
16	569	510
17	515	488
18	258	483
19	362	479
20	169	480
21	529	477
22	507	467
23	782	462
24	336	453
25	9	443
26	217	439
27	732	437
28	245	390
29	670	390
30	558	373
31	20	364
32	308	353
33	348	308
34	327	300
35	338	286
36	118	281
37	441	258
38	167	235
39	316	231
40	307	247
41	146	190
42	426	146
43	379	84
44	304	55
45	171	40
46	354	33
