Vortex	x	y
1	671	791
2	648	683
3	360	614
4	658	609
5	662	595
6	456	585
7	664	572
8	592	549
9	615	575
10	725	488
11	710	468
12	652	462
13	203	456
14	580	440
15	532	437
16	534	425
17	531	374
18	231	360
19	648	358
20	595	357
21	536	356
22	693	355
23	738	346
24	780	336
25	487	306
26	509	328
27	801	304
28	442	285
29	396	281
30	374	285
31	459	280
32	756	253
33	376	237
34	267	224
35	459	221
36	751	216
37	795	213
38	813	209
39	766	206
40	715	202
41	239	201
42	263	213
43	659	193
44	458	169
45	132	168
46	354	164
47	622	157
48	245	152
49	224	153
50	204	158
51	25	145
52	462	123
53	347	105
54	615	101
55	328	91
56	469	78
57	598	65
58	562	59
59	610	51
60	480	36
61	603	21
62	512	15
