Vortex	x	y
1	674	788
2	653	677
3	361	651
4	659	618
5	458	590
6	598	545
7	619	573
8	730	516
9	723	534
10	729	488
11	723	473
12	664	463
13	165	454
14	583	437
15	582	394
16	579	370
17	532	365
18	654	357
19	226	358
20	604	356
21	700	354
22	543	352
23	744	348
24	786	337
25	804	296
26	451	283
27	463	272
28	760	247
29	442	236
30	423	234
31	379	234
32	756	217
33	460	212
34	801	211
35	813	206
36	768	203
37	717	197
38	243	198
39	271	215
40	660	189
41	138	163
42	459	162
43	627	156
44	200	155
45	353	152
46	28	140
47	462	115
48	618	99
49	338	91
50	297	87
51	280	93
52	469	72
53	599	60
54	569	55
55	613	49
56	479	30
57	520	12
58	605	13
