Vortex	x	y
1	589	812
2	149	811
3	440	805
4	797	794
5	512	790
6	333	779
7	482	758
8	339	752
9	374	743
10	341	727
11	449	725
12	4	666
13	380	614
14	325	602
15	443	584
16	765	575
17	534	569
18	591	562
19	774	491
20	213	491
21	640	486
22	495	486
23	354	486
24	34	484
25	706	479
26	90	475
27	63	476
28	329	462
29	526	467
30	73	442
31	201	436
32	678	419
33	519	379
34	12	376
35	232	374
36	91	367
37	618	336
38	57	333
39	722	327
40	531	324
41	330	320
42	26	306
43	437	296
44	349	290
45	491	285
46	246	281
47	254	224
48	3	224
49	480	198
50	329	176
51	397	137
52	336	110
53	489	94
54	241	50
55	325	42
56	22	18
