Vortex	x	y
1	365	796
2	467	775
3	627	724
4	607	579
5	453	574
6	604	567
7	659	561
8	582	559
9	360	553
10	360	538
11	365	510
12	719	488
13	735	475
14	688	469
15	630	460
16	260	457
17	514	453
18	13	452
19	309	449
20	278	457
21	571	447
22	582	363
23	242	363
24	528	361
25	635	359
26	681	353
27	41	350
28	725	345
29	511	339
30	766	336
31	798	323
32	476	303
33	363	300
34	746	289
35	455	288
36	700	246
37	369	244
38	256	234
39	454	234
40	695	225
41	740	220
42	771	214
43	712	208
44	232	208
45	252	214
46	657	203
47	355	186
48	103	186
49	457	180
50	612	158
51	255	157
52	462	135
53	347	129
54	590	120
55	571	116
56	607	103
57	327	96
58	471	91
59	340	80
60	597	76
61	526	69
62	480	49
63	599	38
64	604	53
65	493	18
