Vortex	x	y
1	676	788
2	654	676
3	362	654
4	661	617
5	458	591
6	599	544
7	619	571
8	724	534
9	730	516
10	725	475
11	665	463
12	162	454
13	583	437
14	583	396
15	579	370
16	532	363
17	225	357
18	655	357
19	605	356
20	701	353
21	545	351
22	745	348
23	787	337
24	805	294
25	452	284
26	464	271
27	761	245
28	444	236
29	420	233
30	380	233
31	757	217
32	460	211
33	803	210
34	813	206
35	769	202
36	259	204
37	717	195
38	659	187
39	139	162
40	459	161
41	628	156
42	197	155
43	352	151
44	28	140
45	462	114
46	619	98
47	339	90
48	306	85
49	283	92
50	469	71
51	598	59
52	570	55
53	614	48
54	479	29
55	605	13
56	521	11
