Vortex	x	y
1	807	804
2	508	801
3	329	795
4	373	767
5	479	766
6	451	753
7	1	675
8	367	673
9	443	611
10	323	610
11	800	585
12	541	577
13	603	568
14	339	555
15	340	531
16	386	525
17	766	495
18	206	493
19	498	493
20	629	489
21	355	489
22	20	487
23	708	485
24	371	479
25	283	476
26	260	476
27	522	476
28	326	462
29	503	460
30	142	448
31	337	444
32	48	443
33	291	430
34	672	422
35	496	386
36	205	373
37	63	364
38	50	336
39	429	320
40	322	319
41	355	312
42	14	308
43	341	296
44	239	276
45	248	212
46	327	187
47	394	144
48	331	108
49	320	50
50	232	18
51	12	9
