Vortex	x	y
1	464	772
2	344	758
3	459	754
4	254	748
5	287	776
6	731	728
7	496	712
8	354	709
9	448	684
10	462	659
11	359	632
12	431	582
13	371	576
14	457	560
15	353	556
16	718	530
17	40	527
18	69	564
19	774	517
20	476	518
21	435	475
22	58	472
23	258	463
24	107	462
25	184	457
26	582	444
27	240	444
28	234	386
29	695	385
30	338	381
31	133	368
32	256	359
33	61	357
34	157	353
35	710	353
36	43	351
37	505	350
38	297	340
39	653	337
40	103	318
41	466	311
42	372	233
43	478	161
44	430	122
45	464	108
46	286	98
47	86	82
48	299	42
