Vortex	x	y
1	283	777
2	462	767
3	347	759
4	256	754
5	736	732
6	354	717
7	499	716
8	451	688
9	460	640
10	358	639
11	444	602
12	371	582
13	455	568
14	351	559
15	61	559
16	719	532
17	38	532
18	777	519
19	476	519
20	430	487
21	54	468
22	256	465
23	99	462
24	177	457
25	234	445
26	561	440
27	685	391
28	329	386
29	127	365
30	247	361
31	170	356
32	230	384
33	715	354
34	497	352
35	50	354
36	298	340
37	643	337
38	465	334
39	486	351
40	464	319
41	99	316
42	375	255
43	478	172
44	425	131
45	462	101
46	283	97
47	85	82
48	297	38
