Vortex	x	y
1	363	756
2	618	749
3	463	726
4	601	579
5	574	570
6	452	557
7	655	553
8	363	482
9	672	472
10	479	462
11	615	460
12	336	453
13	60	452
14	560	452
15	575	365
16	259	363
17	624	359
18	90	353
19	669	353
20	712	345
21	354	337
22	750	334
23	740	313
24	695	256
25	363	255
26	451	240
27	246	242
28	583	231
29	632	222
30	644	244
31	683	223
32	236	215
33	661	212
34	356	201
35	67	197
36	457	192
37	589	180
38	574	173
39	263	161
40	604	156
41	462	146
42	344	145
43	593	132
44	560	121
45	471	104
46	500	74
47	483	66
