Vortex	x	y
1	305	804
2	233	754
3	345	753
4	751	748
5	503	733
6	454	707
7	164	692
8	202	735
9	354	670
10	364	615
11	79	609
12	120	650
13	448	591
14	61	582
15	342	569
16	727	543
17	793	527
18	362	514
19	472	510
20	424	508
21	360	499
22	11	509
23	657	476
24	374	475
25	247	474
26	61	471
27	145	462
28	297	454
29	320	456
30	200	450
31	340	442
32	519	428
33	675	398
34	308	392
35	225	368
36	109	362
37	530	357
38	545	356
39	605	348
40	553	356
41	306	344
42	387	297
43	80	307
44	466	221
45	339	159
46	418	142
47	273	89
48	68	63
49	289	22
