Vortex	x	y
1	454	804
2	348	784
3	305	724
4	526	720
5	380	714
6	646	690
7	801	657
8	575	640
9	466	620
10	381	554
11	349	536
12	561	529
13	778	512
14	91	511
15	597	509
16	508	484
17	522	471
18	32	468
19	280	467
20	631	454
21	102	435
22	262	435
23	692	418
24	476	385
25	12	362
26	572	355
27	199	350
28	431	339
29	624	336
30	754	327
31	702	339
32	331	307
33	344	294
34	95	289
35	286	254
36	461	243
37	176	241
38	307	219
39	479	192
40	361	185
41	126	169
42	397	123
43	478	110
44	487	72
45	303	37
46	159	15
