Vortex	x	y
1	679	785
2	658	669
3	364	667
4	663	626
5	460	595
6	614	552
7	726	537
8	734	504
9	734	498
10	731	476
11	674	463
12	148	452
13	585	441
14	606	459
15	584	426
16	585	403
17	577	361
18	532	358
19	661	356
20	221	355
21	613	356
22	706	354
23	558	351
24	751	348
25	793	338
26	808	285
27	458	283
28	464	259
29	763	238
30	455	240
31	413	231
32	761	218
33	359	214
34	390	232
35	808	208
36	460	202
37	771	199
38	261	200
39	719	193
40	660	180
41	145	159
42	460	155
43	634	155
44	189	154
45	352	141
46	31	137
47	463	110
48	623	96
49	280	89
50	339	84
51	303	83
52	315	82
53	468	65
54	597	55
55	577	52
56	616	45
57	478	23
58	530	7
59	609	6
