Vortex	x	y
1	467	778
2	631	708
3	452	575
4	603	565
5	609	582
6	659	562
7	360	562
8	583	558
9	368	510
10	362	526
11	720	488
12	737	475
13	689	469
14	631	460
15	253	456
16	517	452
17	9	452
18	307	449
19	290	455
20	573	446
21	241	363
22	583	361
23	528	360
24	636	359
25	682	353
26	38	349
27	726	345
28	511	339
29	767	336
30	799	323
31	477	306
32	364	298
33	455	288
34	747	287
35	700	244
36	369	243
37	257	234
38	454	231
39	697	227
40	741	219
41	763	212
42	780	216
43	713	208
44	232	207
45	253	214
46	658	203
47	354	184
48	457	179
49	106	185
50	614	159
51	254	156
52	12	158
53	462	134
54	347	126
55	590	120
56	572	115
57	608	103
58	327	96
59	471	90
60	342	79
61	597	75
62	604	50
63	480	48
64	601	39
65	488	9
66	499	22
