Vortex	x	y
1	462	813
2	161	803
3	367	797
4	566	792
5	782	779
6	442	774
7	516	775
8	488	750
9	374	714
10	345	708
11	449	682
12	12	655
13	383	598
14	329	592
15	749	564
16	533	560
17	573	553
18	437	549
19	223	487
20	788	481
21	638	481
22	353	478
23	107	471
24	573	470
25	472	470
26	496	481
27	716	468
28	588	461
29	338	463
30	19	449
31	102	443
32	218	434
33	691	427
34	267	379
35	41	374
36	620	373
37	463	369
38	133	366
39	448	353
40	1	353
41	64	326
42	341	335
43	41	302
44	256	281
45	23	247
46	346	243
47	262	241
48	354	228
49	443	196
50	334	178
51	389	125
52	348	99
53	251	67
54	36	33
55	335	26
