Vortex	x	y
1	51	807
2	339	796
3	477	790
4	337	772
5	440	770
6	8	764
7	364	719
8	475	698
9	433	640
10	315	640
11	546	608
12	378	595
13	656	593
14	501	589
15	349	585
16	500	546
17	345	530
18	757	505
19	176	501
20	570	495
21	436	491
22	694	488
23	44	479
24	20	477
25	698	474
26	283	472
27	226	460
28	236	473
29	97	452
30	220	437
31	679	398
32	326	380
33	175	382
34	46	375
35	119	342
36	26	339
37	269	315
38	227	314
39	808	279
40	208	270
41	321	245
42	223	160
43	418	136
44	328	122
45	342	118
46	310	58
47	536	7
