Vortex	x	y
1	142	813
2	804	801
3	510	799
4	328	792
5	480	764
6	374	760
7	340	750
8	451	745
9	340	740
10	2	673
11	368	655
12	323	608
13	442	602
14	785	581
15	540	574
16	600	566
17	384	518
18	769	495
19	208	493
20	633	489
21	497	490
22	355	488
23	23	487
24	370	484
25	706	483
26	282	476
27	267	476
28	63	476
29	508	460
30	525	475
31	328	461
32	162	447
33	332	445
34	56	442
35	297	431
36	674	420
37	501	385
38	212	373
39	71	365
40	52	336
41	324	317
42	431	315
43	18	307
44	341	293
45	355	310
46	241	277
47	250	215
48	327	183
49	396	142
50	332	110
51	321	48
52	235	32
53	15	12
