Vortex	x	y
1	372	806
2	452	795
3	304	699
4	534	697
5	626	670
6	580	649
7	336	646
8	774	644
9	377	596
10	426	570
11	333	557
12	760	512
13	117	512
14	462	507
15	585	501
16	567	511
17	516	488
18	258	483
19	169	480
20	531	479
21	363	478
22	506	467
23	782	462
24	338	453
25	10	443
26	220	439
27	733	437
28	672	390
29	245	389
30	557	374
31	21	363
32	308	353
33	349	310
34	327	300
35	338	285
36	118	282
37	443	259
38	167	236
39	316	232
40	305	248
41	145	190
42	425	143
43	379	83
44	303	54
45	172	41
46	353	33
