Vortex	x	y
1	144	812
2	803	800
3	510	797
4	329	791
5	480	762
6	374	757
7	340	750
8	450	742
9	340	737
10	2	671
11	369	646
12	324	607
13	442	600
14	781	580
15	539	574
16	598	565
17	384	515
18	769	494
19	209	492
20	497	490
21	635	488
22	355	488
23	26	486
24	371	485
25	706	483
26	80	476
27	64	476
28	510	461
29	524	474
30	327	461
31	330	443
32	59	442
33	183	442
34	301	432
35	674	419
36	503	384
37	216	374
38	1	374
39	74	365
40	53	335
41	325	319
42	431	313
43	19	306
44	348	300
45	242	277
46	250	217
47	328	182
48	396	142
49	333	110
50	321	46
51	236	37
52	16	12
