Vortex	x	y
1	454	808
2	349	793
3	305	726
4	526	722
5	380	720
6	647	691
7	803	657
8	573	637
9	467	624
10	385	560
11	349	537
12	560	531
13	780	512
14	90	511
15	598	509
16	507	484
17	516	471
18	691	466
19	280	467
20	22	466
21	634	454
22	96	436
23	254	430
24	690	419
25	473	384
26	785	378
27	8	362
28	579	354
29	192	349
30	431	342
31	622	336
32	748	328
33	709	337
34	332	309
35	345	299
36	93	290
37	283	256
38	178	242
39	462	237
40	307	216
41	480	194
42	362	182
43	125	168
44	349	129
45	397	126
46	350	120
47	487	77
48	480	101
49	303	35
50	438	31
51	158	13
