Vortex	x	y
1	460	791
2	699	751
3	475	746
4	475	632
5	741	547
6	632	526
7	363	512
8	799	480
9	773	472
10	714	465
11	450	464
12	516	456
13	649	455
14	298	454
15	552	449
16	352	367
17	651	362
18	24	356
19	694	352
20	737	350
21	782	347
22	185	341
23	69	340
24	360	300
25	367	264
26	288	183
27	788	178
28	360	167
29	455	164
30	722	151
31	732	167
32	752	137
33	776	150
34	464	121
35	63	117
36	351	103
37	646	83
38	664	92
39	467	78
40	1	79
41	269	75
42	677	60
43	343	43
44	668	44
45	469	34
46	637	27
47	335	16
