Vortex	x	y
1	441	813
2	145	813
3	802	799
4	510	795
5	329	789
6	480	762
7	374	754
8	340	750
9	450	738
10	340	735
11	3	671
12	376	625
13	324	606
14	442	597
15	775	579
16	538	573
17	597	564
18	383	511
19	770	493
20	210	492
21	636	488
22	497	489
23	354	489
24	373	486
25	27	486
26	706	482
27	83	476
28	64	475
29	523	472
30	513	463
31	328	461
32	329	442
33	62	442
34	305	433
35	188	440
36	675	419
37	506	384
38	219	374
39	2	373
40	78	366
41	54	335
42	326	319
43	431	311
44	20	306
45	341	290
46	353	304
47	243	277
48	251	218
49	328	180
50	396	141
51	334	110
52	323	46
53	237	40
54	16	13
