Vortex	x	y
1	366	786
2	466	768
3	625	731
4	452	572
5	600	564
6	608	584
7	658	560
8	580	560
9	367	505
10	719	486
11	731	476
12	685	470
13	628	461
14	511	454
15	28	450
16	570	448
17	310	449
18	244	364
19	581	362
20	526	360
21	633	359
22	679	354
23	48	350
24	723	345
25	511	342
26	764	336
27	361	306
28	474	305
29	745	294
30	456	290
31	700	248
32	368	245
33	254	236
34	453	235
35	694	226
36	737	219
37	712	209
38	231	209
39	251	214
40	657	204
41	83	191
42	356	189
43	457	182
44	611	159
45	256	157
46	462	137
47	346	131
48	591	122
49	569	116
50	606	104
51	328	97
52	471	93
53	340	84
54	596	77
55	522	70
56	480	52
