Vortex	x	y
1	142	813
2	805	802
3	509	799
4	329	792
5	479	764
6	374	761
7	340	749
8	451	748
9	340	742
10	2	674
11	368	659
12	323	608
13	442	604
14	789	582
15	540	575
16	601	566
17	340	548
18	340	537
19	385	520
20	768	495
21	208	493
22	498	491
23	632	489
24	355	489
25	23	487
26	707	484
27	371	484
28	281	476
29	267	476
30	63	476
31	522	474
32	509	463
33	327	462
34	157	448
35	332	445
36	54	442
37	296	431
38	673	420
39	500	385
40	211	373
41	69	365
42	52	336
43	323	318
44	431	315
45	17	307
46	353	307
47	342	295
48	241	276
49	249	214
50	327	183
51	396	143
52	332	109
53	321	48
54	234	29
55	13	9
