Vortex	x	y
1	464	772
2	282	774
3	345	759
4	459	759
5	260	755
6	734	730
7	354	712
8	498	714
9	449	686
10	461	652
11	359	634
12	432	584
13	371	578
14	456	564
15	353	559
16	719	531
17	38	526
18	67	564
19	476	519
20	775	518
21	432	481
22	57	471
23	104	462
24	257	463
25	182	457
26	574	443
27	237	445
28	690	388
29	334	384
30	231	384
31	130	367
32	252	360
33	163	354
34	712	354
35	42	351
36	60	357
37	502	351
38	297	340
39	649	337
40	464	313
41	101	316
42	374	242
43	479	167
44	428	125
45	462	104
46	285	97
47	85	80
48	298	40
