Vortex	x	y
1	504	814
2	326	809
3	373	797
4	453	786
5	478	778
6	367	722
7	451	676
8	321	619
9	484	596
10	544	586
11	508	585
12	618	575
13	340	575
14	387	543
15	340	523
16	499	506
17	756	498
18	349	499
19	196	495
20	611	491
21	718	490
22	7	488
23	427	482
24	522	479
25	293	476
26	241	476
27	318	466
28	93	448
29	17	444
30	658	431
31	272	429
32	334	389
33	718	382
34	475	379
35	140	365
36	29	362
37	437	341
38	37	337
39	221	330
40	310	317
41	2	312
42	229	310
43	337	295
44	230	271
45	325	205
46	240	198
47	385	156
48	325	98
49	434	97
50	316	58
