Vortex	x	y
1	174	789
2	184	811
3	360	762
4	763	760
5	515	752
6	448	729
7	350	689
8	364	665
9	111	654
10	160	705
11	356	644
12	3	632
13	23	641
14	446	610
15	336	578
16	733	551
17	373	553
18	555	542
19	538	546
20	809	535
21	424	520
22	641	479
23	378	480
24	238	480
25	397	477
26	487	473
27	792	472
28	126	466
29	171	459
30	53	454
31	149	447
32	157	457
33	262	442
34	336	437
35	496	437
36	339	419
37	668	395
38	295	391
39	205	368
40	87	367
41	495	349
42	343	327
43	466	322
44	378	321
45	63	299
46	275	260
47	269	281
48	337	174
49	420	148
50	265	82
51	55	52
52	343	24
53	280	6
