Vortex	x	y
1	677	787
2	654	675
3	362	657
4	661	620
5	459	592
6	601	544
7	619	568
8	725	533
9	731	513
10	731	489
11	725	473
12	667	463
13	159	453
14	583	433
15	583	397
16	579	369
17	533	361
18	224	357
19	656	356
20	607	356
21	702	353
22	547	352
23	746	348
24	788	337
25	805	293
26	453	284
27	465	269
28	761	244
29	446	236
30	420	233
31	376	231
32	758	217
33	804	210
34	813	205
35	460	208
36	769	201
37	259	203
38	718	195
39	661	187
40	140	162
41	459	158
42	629	156
43	195	155
44	352	148
45	28	140
46	462	113
47	620	98
48	324	86
49	346	93
50	290	88
51	468	69
52	599	59
53	570	54
54	614	48
55	479	28
56	523	10
57	607	8
