Vortex	x	y
1	453	810
2	351	803
3	305	727
4	378	725
5	525	724
6	649	692
7	804	658
8	573	635
9	467	628
10	388	565
11	560	534
12	350	533
13	782	512
14	88	511
15	600	509
16	505	483
17	512	471
18	713	466
19	675	466
20	281	466
21	12	465
22	635	454
23	90	437
24	251	428
25	686	419
26	470	382
27	764	379
28	5	363
29	584	353
30	188	349
31	433	345
32	621	335
33	333	310
34	345	304
35	92	291
36	282	256
37	180	242
38	462	232
39	306	215
40	480	195
41	362	180
42	124	167
43	349	140
44	396	130
45	349	101
46	437	50
47	303	33
48	158	12
